scolname,location_country,location_state,location_city,scale_students,scale_faculty
2865school,Antigua,ago,car,3851,1346
2866school,Czech,success,method,9457,2063
2867school,Ecuador,blue,sing,6323,4583
2868school,Croatia,past,day,3736,1435
2869school,United Kingdom,second,necessary,4350,702
2870school,Algeria,bank,life,535,73
2871school,Colombia,break,floor,8299,929
2872school,Algeria,state,player,441,896
2873school,Czech,four,guy,8004,1858
2874school,United States,particularly,station,8462,3756
2875school,Gambia,indeed,while,4385,2429
2876school,Egypt,business,evening,2237,3775
2877school,United Kingdom,on,daughter,2511,3612
2878school,United Kingdom,pretty,mind,4079,581
2879school,United Kingdom,item,big,5845,479
2880school,Angola,research,brother,4137,1148
2881school,Costa Rica,say,few,584,227
2882school,East Timor,exist,effort,6730,541
2883school,Cuba,particular,official,7892,3770
2884school,Italy,style,in,8587,560
2885school,Albania,four,change,8621,4885
2886school,Cuba,play,still,5148,3302
2887school,Gabon,sit,near,5202,3545
2888school,Ecuador,water,billion,1388,3135
2889school,Comoros,well,in,7546,4765
2890school,Republic,sign,listen,8541,898
2891school,United States,special,matter,209,4737
2892school,Afghanistan,plan,yourself,5406,4349
2893school,Costa Rica,significant,way,1676,4095
2894school,Afghanistan,card,certainly,30,2003
2895school,United Kingdom,performance,forget,2636,2785
2896school,Comoros,seat,toward,4657,4485
2897school,Cuba,either,can,8016,1765
2898school,Georgia,choice,understand,8417,4109
2899school,China,show,soon,7660,219
2900school,United States,development,president,9847,563
2901school,Djibouti,suddenly,ground,8074,796
2902school,Cyprus,shoulder,responsibility,9920,2120
2903school,Czech,wait,trade,7293,857
2904school,East Timor,decision,tough,9245,2899
2905school,Colombia,reason,expect,5393,2294
2906school,China,place,behind,8073,2239
2907school,Germany,open,thus,6635,2840
2908school,Congo,air,total,6163,599
2909school,United Kingdom,none,career,6942,4278
2910school,Costa Rica,response,check,9053,4740
2911school,Afghanistan,least,former,5017,408
2912school,Costa Rica,country,sense,6833,2431
2913school,Czech,if,forget,2618,1601
2914school,Dominican Republic,hold,life,6328,3773
2915school,Czech,film,western,6018,2160
2916school,United Kingdom,shake,control,2409,4259
2917school,East Timor,response,value,6992,593
2918school,Costa Rica,soon,resource,7813,2737
2919school,Cuba,performance,per,8534,1003
2920school,Cuba,listen,dark,4215,410
2921school,Gabon,reveal,station,9618,1048
2922school,United States,same,short,9720,3626
2923school,Algeria,likely,current,5658,4879
2924school,Algeria,coach,plan,5971,4840
2925school,Congo,create,think,767,2974
2926school,United Kingdom,foot,unit,6389,2022
2927school,Ireland,rich,technology,6770,406
2928school,Cyprus,protect,sell,8449,1127
2929school,Dominica,sound,strategy,6651,241
2930school,Egypt,garden,thus,990,426
2931school,Cyprus,run,usually,4399,672
2932school,Albania,six,very,6668,2927
2933school,Ecuador,director,society,1891,2843
2934school,Antigua,recently,since,4748,2017
2935school,France,medical,start,3018,2037
2936school,Gabon,would,information,4083,4310
2937school,Argentina,establish,writer,7982,4713
2938school,Ireland,but,purpose,6195,3004
2939school,Korea South,practice,move,2983,255
2940school,France,door,person,8756,4267
2941school,Georgia,often,after,1942,4596
2942school,Germany,state,receive,781,4471
2943school,East Timor,price,executive,3003,3657
2944school,Egypt,fish,fine,5795,3919
2945school,Gabon,movie,small,2388,237
2946school,Albania,change,way,2955,298
2947school,Comoros,society,decision,819,3258
2948school,Algeria,leader,and,8561,2159
2949school,Algeria,analysis,race,9374,1996
2950school,Comoros,executive,Democrat,4403,61
2951school,Andorra,professor,make,6745,1529
2952school,Afghanistan,consumer,mind,4039,3611
2953school,Cyprus,cultural,seat,1823,4442
2954school,Japan,same,reveal,7102,1063
2955school,Dominican Republic,bed,hit,6596,3676
2956school,Korea South,use,environment,8830,4864
2957school,United Kingdom,performance,himself,2798,2454
2958school,Argentina,begin,campaign,7003,4887
2959school,Dominican Republic,account,TV,362,2504
2960school,Angola,how,prove,6961,1981
2961school,Dominica,discussion,talk,9015,1886
2962school,Colombia,base,enough,398,1821
2963school,Dominican Republic,marriage,source,1377,1888
2964school,Italy,only,join,5010,2121
2965school,Dominica,trade,quality,7074,399
2966school,Gabon,defense,when,6079,1910
2967school,Ireland,environment,require,7331,466
2968school,Japan,claim,provide,812,202
2969school,Croatia,popular,organization,3368,430
2970school,Korea South,reduce,better,1351,1852
2971school,Cuba,report,agency,3911,393
2972school,Cyprus,full,usually,4553,523
2973school,Dominica,to,soon,9366,762
2974school,Japan,me,idea,1544,3096
2975school,Colombia,address,dark,1364,2489
2976school,Algeria,necessary,later,6424,1426
2977school,Andorra,hotel,use,5304,2015
2978school,Republic,figure,because,7308,4913
2979school,East Timor,lot,various,3559,2877
2980school,Denmark,best,occur,4808,2535
2981school,Cyprus,easy,think,2095,1840
2982school,Georgia,idea,line,3274,1727
2983school,Costa Rica,feel,company,2417,1490
2984school,France,increase,environmental,9455,3040
2985school,Ecuador,also,would,7261,2858
2986school,Antigua,first,factor,598,4954
2987school,Germany,dog,third,6767,3311
2988school,China,short,statement,9340,2784
2989school,Cuba,certainly,total,7715,4254
2990school,Antigua,participant,whatever,5215,2258
2991school,United States,three,eye,5017,284
2992school,Andorra,newspaper,these,4607,45
2993school,Japan,toward,soon,5810,4518
2994school,East Timor,want,deep,3254,1133
2995school,Germany,onto,develop,3636,2166
2996school,Afghanistan,when,hand,1695,3428
2997school,Algeria,across,degree,9706,1888
2998school,Republic,paper,doctor,5066,2845
2999school,Denmark,same,war,4030,4658
3000school,Czech,security,former,3830,424
3001school,Dominican Republic,want,window,7700,973
3002school,Germany,feel,impact,6442,4589
3003school,Comoros,close,feeling,8429,3986
3004school,Denmark,strategy,sure,6016,1926
3005school,Afghanistan,stock,federal,4007,4910
3006school,Colombia,meet,mention,3031,545
3007school,United States,imagine,car,8206,1779
3008school,Gambia,short,drop,7800,2316
3009school,Italy,hotel,three,7018,2871
3010school,Albania,bad,six,7101,432
3011school,United States,upon,attack,5905,1973
3012school,Comoros,economy,employee,3125,3590
3013school,United States,law,there,1197,4360
3014school,Cuba,line,front,3824,2265
3015school,France,rise,major,1842,4086
3016school,Cuba,laugh,cover,9280,1702
3017school,Cyprus,authority,toward,6107,3965
3018school,East Timor,sometimes,say,2246,9
3019school,Croatia,table,number,8148,1813
3020school,Costa Rica,reach,east,4199,1632
3021school,France,one,walk,6004,3935
3022school,East Timor,think,this,6937,950
3023school,Comoros,poor,hundred,3306,1024
3024school,France,cell,late,2081,4892
3025school,Djibouti,activity,entire,2169,4070
3026school,East Timor,hit,agreement,3015,1343
3027school,Albania,security,city,7667,433
3028school,China,red,away,859,3833
3029school,Costa Rica,kid,phone,7154,3242
3030school,United Kingdom,factor,yeah,4707,4613
3031school,Republic,a,together,3246,202
3032school,Dominican Republic,far,indicate,2986,3090
3033school,East Timor,miss,if,2334,1324
3034school,Dominican Republic,maybe,two,1801,2356
3035school,Republic,case,rest,9296,2033
3036school,Cyprus,though,marriage,8274,717
3037school,Antigua,at,base,3560,2640
3038school,Italy,become,bit,9253,2365
3039school,Ecuador,skin,unit,9239,2281
3040school,Ireland,education,still,6831,116
3041school,Dominica,relate,news,2214,872
3042school,Gabon,science,common,3008,978
3043school,Djibouti,unit,another,8304,2938
3044school,Afghanistan,carry,discover,4833,4458
3045school,Italy,measure,significant,3352,4102
3046school,Korea South,around,into,3753,1126
3047school,Croatia,election,candidate,4217,3385
3048school,Cuba,hair,benefit,2272,4930
3049school,Germany,yet,put,4523,4716
3050school,Georgia,total,challenge,976,199
3051school,United Kingdom,course,maybe,1312,851
3052school,Republic,research,school,1062,1053
3053school,Colombia,care,final,6393,1812
3054school,East Timor,south,reach,2977,996
3055school,Colombia,position,brother,5674,3571
3056school,Congo,now,wait,5070,1395
3057school,France,Mr,whom,9151,4137
3058school,United Kingdom,check,such,3296,1309
3059school,Cyprus,service,almost,6832,1061
3060school,Republic,over,nearly,3754,2543
3061school,Afghanistan,way,sign,5532,4326
3062school,Congo,with,Congress,8915,968
3063school,Andorra,daughter,improve,8385,1124
3064school,Ireland,above,treatment,7577,1690
3065school,Cuba,drop,increase,2000,3300
3066school,Costa Rica,into,entire,8879,590
3067school,Djibouti,car,act,7947,3466
3068school,France,affect,office,8036,916
3069school,Gambia,property,difficult,994,1303
3070school,Ireland,exactly,car,3250,1821
3071school,Comoros,others,section,7036,3452
3072school,Antigua,TV,large,7044,4504
3073school,Italy,provide,soon,1232,3035
3074school,Cyprus,girl,manager,4092,2528
3075school,United Kingdom,hard,company,3817,3063
3076school,China,explain,speak,2143,4910
3077school,Croatia,two,develop,6232,127
3078school,France,control,card,8922,3851
3079school,Afghanistan,fish,can,679,4202
3080school,Cuba,study,make,5321,2995
3081school,Antigua,site,space,2221,2215
3082school,Albania,issue,interview,7249,2437
3083school,Denmark,approach,term,1174,3136
3084school,Comoros,something,recognize,7316,3086
3085school,Djibouti,effort,matter,3256,2616
3086school,Dominica,discover,at,9687,1131
3087school,Congo,support,nature,1104,84
3088school,Germany,its,into,4855,4770
3089school,Cyprus,per,forget,9182,4249
3090school,France,will,region,7474,2524
3091school,Andorra,test,role,9472,1299
3092school,Colombia,site,wish,1746,3572
3093school,East Timor,situation,buy,371,1861
3094school,Antigua,sense,among,7560,591
3095school,Gambia,magazine,agree,9770,864
3096school,Comoros,better,physical,4769,1044
3097school,Dominica,somebody,blue,536,4202
3098school,Republic,before,admit,7560,4386
3099school,Gambia,reality,himself,7687,754
3100school,France,set,ready,7461,1347
3101school,France,such,accept,5681,2275
3102school,United Kingdom,economic,around,1146,1674
3103school,Congo,quickly,subject,1114,3282
3104school,Comoros,good,skin,197,178
3105school,Angola,huge,item,7011,1544
3106school,Czech,later,daughter,6905,927
3107school,Gambia,miss,majority,1625,1363
3108school,East Timor,respond,help,6791,4868
3109school,United Kingdom,investment,well,6633,2834
3110school,Gambia,smile,start,898,3727
3111school,Georgia,risk,mention,9339,2998
3112school,Argentina,model,to,7197,1095
3113school,Andorra,doctor,black,1136,3553
3114school,Antigua,health,PM,7494,4438
3115school,Georgia,next,work,9630,1356
3116school,Ireland,science,radio,5252,4637
3117school,Algeria,medical,about,8640,3904
3118school,Korea South,middle,teacher,7288,896
3119school,Algeria,range,official,3372,3996
3120school,Japan,head,land,1386,4492
3121school,Cuba,suggest,include,1438,4504
3122school,Albania,defense,child,42,835
3123school,Dominica,light,fish,3708,2763
3124school,Egypt,protect,place,9792,2889
3125school,Korea South,lead,hair,301,647
3126school,Dominican Republic,red,TV,7586,558
3127school,Gabon,where,trip,2098,1945
3128school,United States,industry,top,6091,1551
3129school,Germany,knowledge,activity,3481,603
3130school,Gambia,task,dog,5879,1075
3131school,France,phone,same,86,4220
3132school,Comoros,head,anything,9490,2394
3133school,Georgia,tax,contain,2802,4822
3134school,Comoros,boy,role,7357,2988
3135school,Ireland,personal,could,6462,2414
3136school,Andorra,themselves,ever,5858,4022
3137school,Andorra,economic,factor,7435,1397
3138school,Antigua,pattern,table,4410,2133
3139school,Germany,show,concern,5409,3888
3140school,Dominican Republic,consider,that,4113,3857
3141school,Georgia,finish,performance,284,4244
3142school,Cyprus,leg,never,6264,3767
3143school,Gabon,age,like,1052,2098
3144school,East Timor,result,concern,7253,2232
3145school,Ireland,your,make,9613,4841
3146school,Ecuador,during,son,4387,1610
3147school,Gambia,as,official,5666,4123
3148school,United Kingdom,factor,claim,404,1659
3149school,Angola,now,official,5105,4880
3150school,Congo,option,six,2959,2455
3151school,Denmark,always,have,9064,1983
3152school,Congo,everybody,through,9926,4583
3153school,Angola,thousand,let,6205,1620
3154school,Dominica,score,including,5835,2578
3155school,Dominica,push,drop,9177,4978
3156school,Afghanistan,design,board,979,4809
3157school,East Timor,surface,town,8303,1430
3158school,China,on,author,6440,186
3159school,Korea South,quickly,word,6016,3152
3160school,Andorra,clearly,idea,4111,3226
3161school,Egypt,back,economic,9070,408
3162school,Germany,again,agreement,9238,1524
3163school,Colombia,deep,camera,4361,2439
3164school,Argentina,nearly,one,3518,12
3165school,Germany,about,station,1044,700
3166school,East Timor,near,skin,5500,759
3167school,East Timor,professor,series,2430,697
3168school,Djibouti,real,word,8296,289
3169school,Croatia,fund,themselves,1038,4799
3170school,Gabon,perform,pretty,683,4468
3171school,Costa Rica,task,science,8005,4139
3172school,Cyprus,soldier,test,6011,4476
3173school,Germany,capital,fly,537,3419
3174school,China,guess,bag,1021,2630
3175school,Argentina,goal,order,2743,3131
3176school,Cuba,believe,create,1528,1230
3177school,Korea South,team,statement,546,2961
3178school,Gabon,individual,red,1156,271
3179school,Italy,company,table,6818,768
3180school,Antigua,material,history,2703,1891
3181school,East Timor,out,walk,7117,1709
3182school,Italy,hot,when,4140,2526
3183school,Algeria,morning,activity,3990,4726
3184school,Japan,city,lay,8043,644
3185school,Dominica,prepare,material,9031,1874
3186school,Italy,style,hospital,1182,3399
3187school,Japan,boy,explain,6330,379
3188school,Gabon,old,tonight,410,2363
3189school,Croatia,camera,then,7856,4750
3190school,Denmark,goal,red,9597,1750
3191school,Congo,anyone,audience,994,3535
3192school,Cuba,short,development,6387,3689
3193school,Ecuador,simple,want,9728,2756
3194school,Korea South,attention,when,1185,3219
3195school,Republic,wide,defense,6310,1937
3196school,France,check,guess,8007,1214
3197school,France,thus,dark,8611,4019
3198school,Cyprus,key,somebody,2580,492
3199school,United States,possible,decision,2710,3884
3200school,Albania,south,east,2117,663
3201school,Czech,crime,culture,5486,2786
3202school,Colombia,ever,city,8330,4614
3203school,Andorra,human,election,2914,188
3204school,Ireland,north,ability,489,3988
3205school,Antigua,meet,brother,7867,1461
3206school,Costa Rica,among,everybody,936,2739
3207school,Czech,serious,notice,9590,1228
3208school,China,process,forward,2550,4616
3209school,Cuba,couple,sure,4806,4941
3210school,Dominica,start,light,1867,3460
3211school,France,forward,team,1036,3706
3212school,Angola,some,particular,2275,4556
3213school,Gabon,true,race,5868,3945
3214school,Angola,of,girl,4666,3293
3215school,Dominica,mouth,enjoy,4188,2225
3216school,Argentina,eye,design,9610,2313
3217school,Japan,kid,enjoy,7719,4006
3218school,Congo,record,small,2240,441
3219school,Georgia,share,enter,2359,292
3220school,Costa Rica,serve,up,3411,2335
3221school,China,explain,others,6757,242
3222school,Colombia,free,way,4370,2693
3223school,Republic,the,among,730,1272
3224school,Republic,look,single,6480,3548
3225school,Ecuador,listen,recognize,8412,4000
3226school,Cyprus,speech,movement,3634,1258
3227school,Afghanistan,instead,material,5035,2784
3228school,Algeria,little,trip,2155,990
3229school,Italy,southern,thousand,4677,2001
3230school,Egypt,least,next,589,3635
3231school,Japan,blood,blood,2501,151
3232school,Japan,rich,commercial,479,1375
3233school,Albania,six,get,5551,1276
3234school,Czech,expect,however,256,4061
3235school,France,chance,whole,2646,4440
3236school,Korea South,my,form,3627,1780
3237school,Croatia,suffer,system,4832,2122
3238school,Comoros,blood,provide,6046,4960
3239school,Afghanistan,unit,teacher,8876,3566
3240school,Algeria,field,police,1946,1936
3241school,Dominica,forward,human,1848,2665
3242school,Ireland,fill,stand,2252,559
3243school,Gambia,word,fast,9589,3726
3244school,Egypt,conference,past,6152,2822
3245school,Antigua,become,third,3530,1073
3246school,Djibouti,less,require,6721,2022
3247school,Andorra,born,and,8446,4118
3248school,Djibouti,reality,yourself,9237,1385
3249school,Korea South,hair,appear,8315,1325
3250school,Republic,face,away,791,4166
3251school,East Timor,final,full,5154,3375
3252school,Gambia,seem,campaign,6622,2933
3253school,Albania,another,Mr,1720,4178
3254school,Ireland,create,where,8849,4350
3255school,China,wear,several,4162,1646
3256school,Cyprus,sound,song,1871,3327
3257school,Republic,step,culture,1764,2333
3258school,Djibouti,require,part,8291,2630
3259school,Angola,national,give,7163,3991
3260school,Dominica,such,eye,1823,4781
3261school,Algeria,single,condition,4569,2570
3262school,Angola,baby,only,3566,2667
3263school,Comoros,record,forget,6855,2525
3264school,Denmark,reveal,new,5064,3165
3265school,China,artist,professional,6924,3592
3266school,Korea South,age,church,256,3629
3267school,France,discover,whether,3467,1349
3268school,Republic,oil,what,3215,2619
3269school,United States,see,owner,3862,3760
3270school,Denmark,reason,worker,8838,929
3271school,Germany,everything,fly,7952,1207
3272school,United States,drug,song,8065,2305
3273school,Congo,rest,opportunity,1275,2884
3274school,Cuba,even,although,9302,2922
3275school,Costa Rica,happy,however,441,4564
3276school,East Timor,year,method,6478,3532
3277school,France,feeling,provide,7727,4050
3278school,Djibouti,follow,ten,4875,1770
3279school,Antigua,local,moment,202,4062
3280school,Cuba,provide,teach,4475,4610
3281school,Cuba,some,design,398,120
3282school,United States,owner,property,6354,319
3283school,Antigua,nature,land,7150,1027
3284school,Denmark,one,couple,9606,628
3285school,Republic,human,population,8432,2714
3286school,Republic,behavior,give,5936,348
3287school,Gambia,help,tough,8265,2101
3288school,Cyprus,natural,ok,4653,937
3289school,Korea South,tend,couple,2152,2480
3290school,Afghanistan,community,seek,991,4531
3291school,Republic,design,sea,9937,4166
3292school,France,mother,weight,7442,4967
3293school,Croatia,contain,office,2905,2498
3294school,Costa Rica,lot,decision,8300,1591
3295school,Andorra,without,year,2722,4145
3296school,United States,after,heart,3196,1934
3297school,Korea South,contain,seven,1860,1557
3298school,Georgia,exactly,also,8283,2752
3299school,Congo,realize,approach,4373,4952
3300school,Andorra,hit,window,6939,627
3301school,Korea South,think,far,4349,1599
3302school,Gabon,yard,growth,6707,20
3303school,Algeria,chance,clear,3181,192
3304school,Djibouti,account,figure,5953,2341
3305school,Ecuador,heart,plant,5190,1813
3306school,Djibouti,tell,gun,3355,1450
3307school,Ecuador,light,describe,7427,1870
3308school,Afghanistan,magazine,show,3829,4949
3309school,United Kingdom,training,project,4779,4642
3310school,East Timor,meet,three,5473,2907
3311school,France,great,few,9646,3179
3312school,Ecuador,few,people,2625,1065
3313school,Gambia,step,sell,4843,4721
3314school,Croatia,for,house,4800,1287
3315school,France,foreign,a,8218,1707
3316school,Japan,charge,water,8191,1412
3317school,Ireland,interest,sell,274,2554
3318school,Antigua,get,remember,211,3526
3319school,Georgia,beat,eat,9524,752
3320school,Comoros,market,go,7367,4569
3321school,France,beat,buy,4175,3908
3322school,Albania,old,social,3361,2806
3323school,Japan,recently,sport,4442,5000
3324school,Georgia,wait,similar,3132,2986
3325school,Colombia,point,benefit,651,4842
3326school,Croatia,seven,study,173,1413
3327school,Costa Rica,Republican,enough,2384,3359
3328school,Denmark,yes,since,6536,1241
3329school,Angola,charge,wide,2459,3106
3330school,Georgia,picture,plant,5571,2192
3331school,Gambia,already,represent,2575,4576
3332school,United Kingdom,sense,about,7184,4448
3333school,Georgia,whose,southern,298,4778
3334school,Gabon,will,across,1274,4796
3335school,Dominica,cup,administration,5915,2141
3336school,Comoros,public,thus,3800,4416
3337school,Dominican Republic,bit,him,6191,201
3338school,Costa Rica,share,drop,4943,2787
3339school,Czech,dinner,close,2127,1703
3340school,Dominica,century,appear,6747,1483
3341school,Algeria,than,employee,5964,3263
3342school,Denmark,suddenly,stock,9116,2548
3343school,Republic,yet,really,4285,2217
3344school,Afghanistan,left,country,8649,4655
3345school,Germany,animal,whose,4631,2384
3346school,Egypt,tough,player,5642,3033
3347school,Cyprus,miss,town,8885,4410
3348school,United Kingdom,street,action,7879,1065
3349school,Cuba,drug,commercial,5270,2514
3350school,Algeria,voice,short,4643,677
3351school,Cuba,ball,successful,8211,3846
3352school,Antigua,decision,poor,9902,440
3353school,Afghanistan,boy,in,9507,1282
3354school,Denmark,painting,own,2730,3905
3355school,Republic,finish,short,1127,809
3356school,Georgia,term,song,9262,3994
3357school,Republic,head,detail,8680,1864
3358school,Korea South,food,happen,1762,3297
3359school,Czech,then,let,5708,2833
3360school,Costa Rica,raise,difficult,4380,3269
3361school,Dominica,effort,response,1165,2967
3362school,Italy,citizen,establish,5397,749
3363school,Angola,lot,nothing,3027,1020
3364school,Dominica,tough,major,1781,3763
3365school,Republic,cause,blue,5910,4624
3366school,Algeria,test,spend,8047,1235
3367school,Angola,yes,notice,539,3649
3368school,Antigua,book,bad,3746,4290
3369school,Egypt,get,perform,814,741
3370school,Georgia,offer,long,1924,4153
3371school,Croatia,its,power,9203,4718
3372school,Ireland,work,girl,9189,4415
3373school,United States,base,set,7646,3328
3374school,Ecuador,city,popular,1267,858
3375school,United Kingdom,per,picture,5119,3667
3376school,Georgia,hand,former,5849,3716
3377school,Denmark,image,your,5503,3981
3378school,Dominican Republic,also,for,2030,661
3379school,Albania,wrong,necessary,4243,4051
3380school,Argentina,behavior,everybody,2941,2799
3381school,Ecuador,practice,benefit,7024,2577
3382school,Korea South,feel,any,9218,1579
3383school,China,rate,might,4371,1185
3384school,Egypt,surface,them,6676,4779
3385school,Cyprus,old,step,4770,718
3386school,Gabon,PM,magazine,9772,2631
3387school,Algeria,rather,red,7127,4824
3388school,Croatia,news,first,4094,2992
3389school,Comoros,high,machine,3101,4601
3390school,Antigua,grow,should,6512,4553
3391school,Angola,speech,five,4839,161
3392school,Djibouti,fish,concern,3642,4842
3393school,Cuba,everybody,Republican,157,1792
3394school,Dominican Republic,concern,maybe,9295,4274
3395school,Gambia,throw,court,9002,1888
3396school,France,against,door,369,4257
3397school,Algeria,experience,a,7907,2138
3398school,Germany,discussion,establish,7869,564
3399school,Ireland,dinner,major,9499,3078
3400school,Gambia,field,anything,1550,2385
3401school,Denmark,move,check,8110,3163
3402school,Egypt,citizen,education,9284,1208
3403school,Antigua,difficult,write,3336,852
3404school,Gabon,and,military,748,4840
3405school,Gabon,treat,Republican,8669,2413
3406school,Korea South,occur,feel,4,2882
3407school,Cyprus,happen,list,9900,3467
3408school,Argentina,while,top,3446,2314
3409school,France,show,soon,5021,593
3410school,Republic,wear,generation,5073,496
3411school,Comoros,choice,record,9998,3930
3412school,France,catch,him,3480,3832
3413school,Dominica,similar,also,3517,2891
3414school,Republic,media,west,5822,439
3415school,Argentina,American,life,9099,3324
3416school,Croatia,administration,wait,9356,275
3417school,Algeria,identify,wonder,2608,776
3418school,Colombia,threat,story,8627,4811
3419school,Georgia,alone,environment,6705,2575
3420school,France,land,no,4098,3380
3421school,Dominican Republic,say,brother,3731,4264
3422school,Andorra,your,past,4770,4070
3423school,Italy,out,attack,3950,1823
3424school,Gambia,care,travel,7405,3810
3425school,France,time,direction,9886,3080
3426school,Costa Rica,style,item,3940,1287
3427school,East Timor,how,article,2067,2770
3428school,Republic,themselves,rock,2668,3149
3429school,Cyprus,cultural,because,355,224
3430school,Ireland,alone,culture,1438,3059
3431school,Ecuador,lay,happy,4766,4738
3432school,Germany,type,last,6674,3515
3433school,Gambia,protect,effort,4804,2338
3434school,China,gas,around,651,4823
3435school,Germany,make,meeting,3043,421
3436school,Gabon,second,culture,6235,4940
3437school,Denmark,leader,break,3173,4067
3438school,United States,sit,door,6949,3929
3439school,Georgia,build,accept,2009,1228
3440school,East Timor,window,inside,6524,1850
3441school,Costa Rica,huge,manage,7251,1106
3442school,Croatia,attorney,large,5913,4515
3443school,Gabon,bar,force,4961,761
3444school,China,hear,single,3775,3830
3445school,Germany,according,should,3235,4022
3446school,Ecuador,about,performance,4692,299
3447school,Japan,section,almost,9919,1480
3448school,Dominica,chair,response,718,944
3449school,Egypt,skin,dinner,5071,2269
3450school,Georgia,case,official,5194,2999
3451school,Denmark,somebody,store,5471,1416
3452school,Egypt,song,property,4497,1857
3453school,United States,wind,every,5160,1077
3454school,Antigua,least,tax,3414,999
3455school,Georgia,to,organization,2018,1586
3456school,Korea South,use,two,8568,4262
3457school,Djibouti,seat,read,820,3204
3458school,Costa Rica,thank,keep,7027,4654
3459school,Denmark,father,serve,807,3079
3460school,Denmark,as,street,7643,1996
3461school,Korea South,may,accept,3123,3707
3462school,United States,standard,discuss,4070,1782
3463school,Dominica,friend,beyond,8718,3094
3464school,Angola,as,key,1574,2758
3465school,China,money,half,1067,856
3466school,Georgia,popular,see,8370,2719
3467school,Dominican Republic,surface,month,5129,1725
3468school,Dominican Republic,seem,so,5636,635
3469school,Andorra,the,safe,4430,1339
3470school,Albania,necessary,usually,7857,3985
3471school,Congo,economic,part,6806,167
3472school,Colombia,whole,vote,9615,3412
3473school,Colombia,world,evening,5366,613
3474school,Gambia,true,final,1274,2535
3475school,Croatia,indeed,few,8339,209
3476school,Gambia,both,movie,9709,1397
3477school,Georgia,total,cell,8286,3968
3478school,Colombia,half,difficult,4196,2953
3479school,Comoros,approach,central,2393,4835
3480school,Comoros,political,fund,3974,2085
3481school,Argentina,so,very,3820,483
3482school,Costa Rica,practice,join,3685,4855
3483school,Algeria,produce,performance,4014,4847
3484school,France,suddenly,subject,6862,1775
3485school,Republic,arrive,admit,907,2936
3486school,Costa Rica,husband,five,6358,1769
3487school,Costa Rica,appear,risk,827,1431
3488school,Japan,expect,player,2150,4704
3489school,Argentina,president,six,8610,1352
3490school,Gambia,final,church,5508,1626
3491school,Colombia,fund,bag,5316,958
3492school,Japan,nice,hour,4540,4184
3493school,Antigua,finally,trial,1097,1736
3494school,Egypt,after,involve,8295,2321
3495school,Albania,pick,commercial,2742,4581
3496school,Czech,article,sometimes,5975,4420
3497school,Germany,drive,find,5143,2099
3498school,Dominican Republic,almost,reach,3793,3156
3499school,United Kingdom,always,understand,4054,689
3500school,Italy,figure,production,3747,1671
3501school,Croatia,crime,Republican,3711,3848
3502school,Czech,describe,page,3448,3433
3503school,Gambia,better,need,6576,2470
3504school,Georgia,pretty,camera,9416,3092
3505school,Georgia,out,any,8,1154
3506school,Congo,place,none,7454,4219
3507school,Cyprus,as,respond,926,3219
3508school,Germany,itself,wall,6394,2720
3509school,United States,plan,outside,3633,3214
3510school,Czech,time,those,7719,1832
3511school,Ecuador,use,enough,2490,4041
3512school,Croatia,everybody,task,511,2638
3513school,China,figure,many,538,2828
3514school,Antigua,soldier,fish,1776,987
3515school,Dominican Republic,turn,toward,7136,3644
3516school,Angola,blue,seat,7119,1954
3517school,Albania,knowledge,inside,2061,4414
3518school,Georgia,race,style,7924,4603
3519school,Afghanistan,professional,interest,4070,3627
3520school,Costa Rica,more,relationship,6213,2542
3521school,Denmark,base,city,4220,4569
3522school,Congo,bed,set,9926,3404
3523school,Comoros,understand,piece,1443,471
3524school,Costa Rica,prove,lose,9305,2745
3525school,Gambia,entire,most,2167,3905
3526school,Comoros,option,compare,2650,1524
3527school,Italy,trial,term,9579,2950
3528school,Cuba,race,hour,8381,3663
3529school,Dominica,staff,central,1719,2813
3530school,Andorra,quickly,woman,6540,4542
3531school,Antigua,building,summer,4754,428
3532school,France,direction,enough,7978,13
3533school,Ecuador,probably,offer,7961,3136
3534school,Czech,one,very,3487,2283
3535school,Argentina,specific,conference,1651,477
3536school,Congo,behavior,ability,1569,4222
3537school,Colombia,send,difficult,7519,943
3538school,Japan,choose,sure,3614,1364
3539school,Croatia,thought,less,6130,1866
3540school,Cyprus,enough,modern,9578,3031
3541school,Ireland,family,seem,6134,4910
3542school,Ireland,result,trade,788,3837
3543school,Djibouti,not,even,6239,2911
3544school,Afghanistan,either,what,5457,3070
3545school,Czech,pay,tax,1228,2075
3546school,Cyprus,be,wear,4373,867
3547school,Albania,brother,amount,1338,1904
3548school,Gabon,medical,political,9544,3623
3549school,Antigua,many,include,6815,4431
3550school,France,structure,simple,5857,431
3551school,Afghanistan,include,visit,6261,3730
3552school,Czech,during,other,1410,2845
3553school,Germany,traditional,baby,9359,4156
3554school,Ireland,small,worry,7274,1020
3555school,Afghanistan,pretty,nor,3245,3976
3556school,Albania,then,apply,5347,2394
3557school,East Timor,energy,her,6129,919
3558school,Algeria,role,like,5356,1995
3559school,Cuba,hundred,boy,6665,3257
3560school,United States,court,story,6846,4557
3561school,Costa Rica,argue,so,3103,2799
3562school,Ireland,include,leave,6726,405
3563school,Angola,agent,choice,9436,2212
3564school,Germany,bar,notice,7476,4599
3565school,Comoros,receive,summer,3976,2126
3566school,Ireland,election,people,2701,1863
