gradname,graddate,adname
30330,1934-01-25,3033
30340,1979-11-03,3034
30350,1992-11-15,3035
30360,1985-04-06,3036
30370,1907-09-30,3037
30380,1941-07-23,3038
30390,1935-03-23,3039
30400,1911-07-27,3040
30410,1929-07-24,3041
30420,1908-06-19,3042
30430,1940-01-03,3043
30440,1957-08-09,3044
30450,1946-06-03,3045
30460,1916-12-12,3046
30470,2003-03-01,3047
30480,1993-03-18,3048
30490,1951-08-28,3049
30500,2015-12-21,3050
30510,1954-12-16,3051
30520,1958-11-08,3052
30530,1910-02-12,3053
30540,1914-08-11,3054
30550,2019-05-21,3055
30560,1937-07-08,3056
30570,1960-07-10,3057
30580,2008-06-16,3058
30590,1993-07-06,3059
30600,1907-04-21,3060
30610,1979-04-17,3061
30620,1970-02-20,3062
30630,1965-01-14,3063
30640,1904-06-16,3064
30650,1987-04-25,3065
30660,1989-09-10,3066
30670,1941-10-31,3067
30680,1964-10-08,3068
30690,1943-04-25,3069
30700,2019-01-11,3070
30710,1908-05-24,3071
30720,1915-07-08,3072
30730,1932-07-16,3073
30740,1984-12-10,3074
30750,1937-07-08,3075
30760,1986-02-08,3076
30770,1987-07-05,3077
30780,1955-11-13,3078
30790,1970-04-13,3079
30800,1969-11-24,3080
30810,1959-03-22,3081
30820,2001-11-27,3082
30830,1905-05-16,3083
30840,1937-05-02,3084
30850,1981-01-19,3085
30860,1965-04-16,3086
30870,1968-07-31,3087
30880,1976-07-27,3088
30890,1928-12-01,3089
30900,1919-01-11,3090
30910,1917-12-08,3091
30920,1923-09-09,3092
30930,2000-07-05,3093
30940,1968-05-31,3094
30950,2003-07-01,3095
30960,1972-03-24,3096
30970,1987-06-29,3097
30980,1916-09-07,3098
30990,1935-04-04,3099
31000,1929-02-13,3100
31010,2015-09-03,3101
31020,1910-01-11,3102
31030,1928-10-26,3103
31040,1943-08-27,3104
31050,1953-10-11,3105
31060,1973-12-12,3106
31070,1925-04-19,3107
31080,1927-07-04,3108
31090,1964-03-02,3109
31100,1996-08-18,3110
31110,1981-07-21,3111
31120,1926-05-22,3112
31130,1943-07-24,3113
31140,1957-10-18,3114
31150,1981-03-21,3115
31160,1912-06-02,3116
31170,1968-11-27,3117
31180,1906-11-30,3118
31190,1979-02-22,3119
31200,2020-02-05,3120
31210,1992-09-15,3121
31220,1928-11-21,3122
31230,1914-09-24,3123
31240,1991-04-27,3124
31250,1958-05-12,3125
31260,1932-03-27,3126
31270,2018-10-03,3127
31280,1926-12-14,3128
31290,2009-07-26,3129
31300,2016-02-14,3130
31310,1952-06-01,3131
31320,1922-01-06,3132
31330,1976-08-21,3133
31340,1924-04-19,3134
31350,1950-06-11,3135
31360,1973-02-08,3136
31370,2009-04-25,3137
31380,1944-03-31,3138
31390,2002-02-06,3139
31400,1969-01-09,3140
31410,1912-07-18,3141
31420,1950-01-12,3142
31430,1968-04-01,3143
31440,1941-12-07,3144
31450,1923-10-27,3145
31460,1914-07-19,3146
31470,1907-08-11,3147
31480,2012-03-06,3148
31490,1911-12-08,3149
31500,1972-04-14,3150
31510,2002-10-29,3151
31520,1943-06-19,3152
31530,1983-06-05,3153
31540,2000-03-08,3154
31550,1971-06-08,3155
31560,1997-10-18,3156
31570,2001-12-19,3157
31580,1941-06-23,3158
31590,1922-12-02,3159
31600,2013-07-26,3160
31610,1936-06-24,3161
31620,1973-11-08,3162
31630,1969-09-02,3163
31640,2008-05-26,3164
31650,1950-07-18,3165
31660,1918-12-31,3166
31670,1953-09-15,3167
31680,1934-06-24,3168
31690,1925-06-09,3169
31700,1955-10-21,3170
31710,1927-08-24,3171
31720,1953-04-29,3172
31730,1976-07-13,3173
31740,1997-11-21,3174
31750,1950-04-17,3175
31760,2020-01-23,3176
31770,1987-03-24,3177
31780,1989-11-23,3178
31790,1916-03-02,3179
31800,1918-11-20,3180
31810,1970-05-09,3181
31820,1987-11-19,3182
31830,1939-02-16,3183
31840,1970-06-29,3184
31850,1981-09-07,3185
31860,1904-06-25,3186
31870,1912-11-27,3187
31880,2015-03-22,3188
31890,1917-01-31,3189
31900,1912-06-25,3190
31910,1933-10-25,3191
31920,2003-09-11,3192
31930,1912-08-25,3193
31940,1979-03-28,3194
31950,1983-08-20,3195
31960,1938-08-08,3196
31970,1996-01-09,3197
31980,1944-06-24,3198
31990,2016-06-29,3199
32000,1972-07-29,3200
32010,1932-04-08,3201
32020,1936-12-21,3202
32030,1931-11-30,3203
32040,1929-06-12,3204
32050,1939-11-23,3205
32060,1961-12-01,3206
32070,1965-10-21,3207
32080,1968-01-13,3208
32090,1958-07-03,3209
32100,1963-09-17,3210
32110,1982-10-05,3211
32120,2018-06-16,3212
32130,1990-06-14,3213
32140,1978-05-07,3214
32150,1933-09-11,3215
32160,1931-05-08,3216
32170,1964-12-23,3217
32180,2012-04-13,3218
32190,1953-09-22,3219
32200,1976-05-07,3220
32210,1914-06-22,3221
32220,1951-11-07,3222
32230,1913-06-29,3223
32240,1984-04-02,3224
32250,1935-06-22,3225
32260,2000-07-04,3226
32270,1931-01-25,3227
32280,1967-09-15,3228
32290,1960-01-14,3229
32300,1978-11-17,3230
32310,1972-03-17,3231
32320,1978-08-13,3232
32330,2007-01-17,3233
32340,1919-11-28,3234
32350,1989-03-01,3235
32360,1911-02-05,3236
32370,1965-05-17,3237
32380,1954-12-02,3238
32390,1950-04-03,3239
32400,1980-11-27,3240
32410,1918-11-07,3241
32420,1984-07-04,3242
32430,1938-07-01,3243
32440,2012-06-16,3244
32450,1982-05-10,3245
32460,1937-11-20,3246
32470,1949-07-17,3247
32480,1987-01-29,3248
32490,1932-11-19,3249
32500,1994-03-02,3250
32510,1986-12-09,3251
32520,1906-10-17,3252
32530,2010-08-11,3253
32540,2016-12-19,3254
32550,1952-12-29,3255
32560,1975-05-05,3256
32570,1917-10-17,3257
32580,1933-04-01,3258
32590,1965-03-23,3259
32600,2020-04-27,3260
32610,1951-06-25,3261
32620,1983-01-04,3262
32630,1933-02-01,3263
32640,1961-10-23,3264
32650,1964-04-17,3265
32660,1958-03-04,3266
32670,1916-08-24,3267
32680,1937-02-06,3268
32690,1949-11-01,3269
32700,2005-09-27,3270
32710,1959-05-03,3271
32720,1942-12-27,3272
32730,1994-06-09,3273
32740,1954-03-17,3274
32750,1912-01-13,3275
32760,1965-08-27,3276
32770,1926-02-09,3277
32780,1944-06-23,3278
32790,2012-04-21,3279
32800,1935-04-25,3280
32810,1988-09-03,3281
32820,2000-09-19,3282
32830,1978-03-11,3283
32840,1986-06-02,3284
32850,1991-09-22,3285
32860,2013-05-24,3286
32870,1984-07-20,3287
32880,1984-01-05,3288
32890,1998-05-30,3289
32900,2017-06-30,3290
32910,2011-06-24,3291
32920,1987-07-29,3292
32930,1907-03-16,3293
32940,2016-12-03,3294
32950,1916-01-07,3295
32960,1991-10-09,3296
32970,2011-07-10,3297
32980,1906-12-09,3298
32990,1930-12-18,3299
33000,1969-04-20,3300
33010,1930-08-20,3301
33020,1948-01-09,3302
33030,1946-02-26,3303
33040,1921-03-05,3304
33050,1985-04-06,3305
33060,1998-03-14,3306
33070,2012-02-15,3307
33080,1951-02-08,3308
33090,1923-04-23,3309
33100,1953-05-31,3310
33110,1990-02-15,3311
33120,1977-03-31,3312
33130,1942-02-10,3313
33140,2020-02-12,3314
33150,1985-07-22,3315
33160,2004-11-05,3316
33170,1913-06-03,3317
33180,1993-07-15,3318
33190,2009-07-01,3319
33200,2011-08-29,3320
33210,1913-09-07,3321
33220,1997-11-15,3322
33230,1955-01-28,3323
33240,1973-10-19,3324
33250,1943-09-09,3325
33260,1917-01-28,3326
33270,1945-08-06,3327
33280,1912-03-16,3328
33290,1932-11-14,3329
33300,1923-12-03,3330
33310,1907-08-13,3331
33320,1911-05-18,3332
33330,2015-04-08,3333
33340,1964-10-07,3334
33350,1977-09-20,3335
33360,1946-10-06,3336
33370,1950-06-08,3337
33380,1995-06-15,3338
33390,1970-05-18,3339
33400,2004-09-07,3340
33410,2012-04-25,3341
33420,1926-10-01,3342
33430,1921-05-17,3343
33440,2006-01-29,3344
33450,1915-08-24,3345
33460,1991-04-26,3346
33470,1988-11-28,3347
33480,1914-03-24,3348
33490,1917-04-20,3349
33500,1973-10-15,3350
33510,2014-06-06,3351
33520,1990-12-25,3352
33530,1931-06-15,3353
33540,2008-11-19,3354
33550,1930-01-11,3355
33560,1941-09-22,3356
33570,1919-07-22,3357
33580,1910-02-09,3358
33590,1977-03-07,3359
33600,1981-10-26,3360
33610,1907-01-07,3361
33620,1989-12-09,3362
33630,1946-06-30,3363
33640,2017-07-07,3364
33650,1958-03-31,3365
33660,1911-03-01,3366
33670,2018-12-02,3367
33680,1922-03-12,3368
33690,1996-01-03,3369
33700,2004-07-02,3370
33710,2015-07-09,3371
33720,1998-02-24,3372
33730,2012-06-14,3373
33740,1940-08-21,3374
33750,1969-02-14,3375
33760,1971-03-07,3376
33770,2009-12-06,3377
33780,1957-03-14,3378
33790,2009-04-29,3379
33800,1957-05-14,3380
33810,1920-03-24,3381
33820,1927-07-28,3382
33830,1949-09-29,3383
33840,1949-02-02,3384
33850,1909-03-16,3385
33860,2016-05-06,3386
33870,1975-01-17,3387
33880,1956-03-10,3388
33890,2017-01-14,3389
33900,1953-08-16,3390
33910,1978-05-15,3391
33920,1920-01-06,3392
33930,2016-06-28,3393
33940,1972-12-31,3394
33950,2007-04-08,3395
33960,1960-11-09,3396
33970,1936-05-04,3397
33980,1999-11-28,3398
33990,1975-08-27,3399
34000,1975-01-21,3400
34010,1931-02-26,3401
34020,2000-08-25,3402
34030,1954-08-30,3403
34040,2015-12-07,3404
34050,1928-10-12,3405
34060,1980-09-04,3406
34070,1986-02-11,3407
34080,1920-04-14,3408
34090,1950-11-19,3409
34100,1908-11-03,3410
34110,1912-01-12,3411
34120,1906-09-18,3412
34130,1914-12-06,3413
34140,2005-12-07,3414
34150,1912-07-17,3415
34160,1943-09-18,3416
34170,1926-02-13,3417
34180,1926-01-07,3418
34190,2013-08-10,3419
34200,1955-04-14,3420
34210,1937-08-14,3421
34220,2011-02-13,3422
34230,1995-01-08,3423
34240,1909-02-12,3424
34250,1976-03-07,3425
34260,2015-03-25,3426
34270,2014-01-30,3427
34280,1922-11-26,3428
34290,1981-02-08,3429
34300,1967-04-23,3430
34310,1958-08-22,3431
34320,2010-11-07,3432
34330,1939-05-17,3433
34340,2018-03-01,3434
34350,1964-08-28,3435
34360,1938-10-01,3436
34370,1924-03-15,3437
34380,1911-04-09,3438
34390,1905-05-15,3439
34400,1967-04-07,3440
34410,1981-01-24,3441
34420,1942-08-17,3442
34430,2004-08-14,3443
34440,2017-02-03,3444
34450,1915-10-28,3445
34460,1975-11-06,3446
34470,1980-05-16,3447
34480,1977-01-05,3448
34490,1972-03-02,3449
34500,1917-09-07,3450
34510,1951-01-01,3451
34520,2002-11-24,3452
34530,1952-01-08,3453
34540,2003-05-12,3454
34550,1960-04-05,3455
34560,1998-04-30,3456
34570,1970-07-28,3457
34580,1989-11-10,3458
34590,1964-10-06,3459
34600,1976-09-15,3460
34610,2017-08-14,3461
34620,1923-08-27,3462
34630,1953-08-31,3463
34640,1974-08-11,3464
34650,1990-11-06,3465
34660,1906-12-25,3466
34670,1982-02-25,3467
34680,1928-06-12,3468
34690,1967-02-08,3469
34700,1942-05-23,3470
34710,2019-08-05,3471
34720,1967-05-22,3472
34730,1989-02-22,3473
34740,1944-04-11,3474
34750,1947-02-14,3475
34760,1939-05-28,3476
34770,1915-10-04,3477
34780,1917-01-14,3478
34790,1960-11-05,3479
34800,1997-04-17,3480
34810,1913-10-29,3481
34820,2000-08-29,3482
34830,1905-03-12,3483
34840,1912-02-08,3484
34850,1968-02-10,3485
34860,1987-02-27,3486
34870,1935-11-02,3487
34880,1948-03-03,3488
34890,1913-09-23,3489
34900,1949-10-08,3490
34910,2013-11-16,3491
34920,1981-03-09,3492
34930,1905-08-10,3493
34940,2014-05-30,3494
34950,1914-10-07,3495
34960,1996-02-13,3496
34970,2019-10-26,3497
34980,2004-12-07,3498
34990,2000-08-02,3499
35000,1980-06-05,3500
35010,1920-01-05,3501
35020,1999-06-15,3502
35030,1910-10-20,3503
35040,1988-05-19,3504
35050,1983-09-09,3505
35060,1984-12-15,3506
35070,1937-02-22,3507
35080,2020-02-28,3508
35090,1951-10-12,3509
35100,1929-04-03,3510
35110,1952-01-03,3511
35120,1979-10-24,3512
35130,1930-11-18,3513
35140,1999-09-07,3514
35150,2013-01-03,3515
35160,1979-05-29,3516
35170,2000-06-11,3517
35180,1966-12-28,3518
35190,1958-12-22,3519
35200,2012-04-25,3520
35210,1964-01-28,3521
35220,2008-06-06,3522
35230,1906-07-11,3523
35240,2005-05-20,3524
35250,1956-02-21,3525
35260,1966-11-05,3526
35270,2001-11-29,3527
35280,1908-09-17,3528
35290,1998-02-08,3529
35300,1911-12-05,3530
35310,1962-11-28,3531
35320,1963-08-17,3532
35330,2006-12-19,3533
35340,2017-09-06,3534
35350,1938-09-10,3535
35360,1909-01-09,3536
35370,1982-09-14,3537
35380,1905-10-15,3538
35390,1982-09-04,3539
35400,1938-10-05,3540
35410,1942-03-26,3541
35420,1917-02-26,3542
35430,1997-03-27,3543
35440,1954-04-13,3544
35450,1974-02-05,3545
35460,2015-10-26,3546
35470,1990-09-10,3547
35480,1991-05-16,3548
35490,1967-01-21,3549
35500,1925-12-21,3550
35510,2004-06-16,3551
35520,1906-12-11,3552
35530,2003-10-20,3553
35540,1988-10-26,3554
35550,2015-05-02,3555
35560,1971-02-14,3556
35570,1909-11-04,3557
35580,2012-09-10,3558
35590,1951-08-19,3559
35600,1972-11-17,3560
35610,1931-04-26,3561
35620,1987-10-20,3562
35630,2003-12-02,3563
35640,2004-12-13,3564
35650,1941-03-05,3565
35660,1904-10-02,3566
35670,1992-08-17,3567
35680,1999-02-23,3568
35690,1968-07-05,3569
35700,1972-10-11,3570
35710,1993-06-08,3571
35720,2007-07-27,3572
35730,2003-07-18,3573
35740,1952-09-09,3574
35750,1958-07-04,3575
35760,1935-01-21,3576
35770,1993-11-02,3577
35780,2010-06-13,3578
35790,1948-04-27,3579
35800,2001-02-21,3580
35810,2016-06-10,3581
35820,1919-10-09,3582
35830,1945-11-28,3583
35840,1981-05-26,3584
35850,1924-11-02,3585
35860,1942-05-24,3586
35870,1938-06-06,3587
35880,1977-04-08,3588
35890,1974-03-15,3589
35900,1910-03-30,3590
35910,1905-02-01,3591
35920,1987-01-06,3592
35930,1967-08-02,3593
35940,1969-08-26,3594
35950,1907-01-14,3595
35960,1992-06-21,3596
35970,1927-02-09,3597
35980,1944-02-08,3598
35990,1941-06-18,3599
36000,1927-01-03,3600
36010,1917-07-26,3601
36020,1921-04-18,3602
36030,1959-01-19,3603
36040,1937-03-12,3604
36050,1921-09-24,3605
36060,1994-06-07,3606
36070,1998-06-16,3607
36080,1989-04-30,3608
36090,1967-04-28,3609
36100,1971-12-20,3610
36110,1972-11-24,3611
36120,1975-10-04,3612
36130,2007-10-23,3613
36140,1952-10-03,3614
36150,1975-04-22,3615
36160,1935-03-07,3616
36170,1911-04-28,3617
36180,1947-08-26,3618
36190,2005-05-03,3619
36200,2018-08-29,3620
36210,1912-12-21,3621
36220,1967-10-22,3622
36230,1954-04-11,3623
36240,1928-07-30,3624
36250,1910-03-21,3625
36260,1946-10-22,3626
36270,1941-05-16,3627
36280,1942-10-01,3628
36290,1988-07-04,3629
36300,1940-09-24,3630
36310,1956-05-04,3631
36320,2001-12-12,3632
36330,1949-05-11,3633
36340,2012-10-19,3634
36350,2017-12-05,3635
36360,1915-11-20,3636
36370,1988-08-03,3637
36380,1933-12-19,3638
36390,1971-07-15,3639
36400,1979-12-05,3640
36410,2010-04-28,3641
36420,1936-03-26,3642
36430,1993-08-27,3643
36440,1931-12-10,3644
36450,1956-10-02,3645
36460,1934-09-30,3646
36470,1929-07-20,3647
36480,1910-07-12,3648
36490,1976-10-26,3649
36500,1976-07-24,3650
36510,1999-01-16,3651
36520,1989-01-07,3652
36530,1967-12-05,3653
36540,1905-05-22,3654
36550,1982-04-05,3655
36560,1945-01-04,3656
36570,1953-07-02,3657
36580,1971-08-30,3658
36590,1995-08-21,3659
36600,2009-12-09,3660
36610,1936-08-18,3661
36620,1998-04-26,3662
36630,1908-01-09,3663
36640,1997-06-09,3664
36650,1934-08-25,3665
36660,1998-03-06,3666
36670,1997-11-09,3667
36680,2004-11-25,3668
36690,1982-07-18,3669
36700,1970-12-05,3670
36710,1956-09-06,3671
36720,1991-06-14,3672
36730,1935-11-05,3673
36740,2009-02-01,3674
36750,1992-05-03,3675
36760,2005-10-08,3676
36770,2012-02-23,3677
36780,1920-12-07,3678
36790,1951-07-04,3679
36800,1993-10-05,3680
36810,1995-05-26,3681
36820,2018-05-21,3682
36830,1972-09-26,3683
36840,1961-05-12,3684
36850,1908-04-24,3685
36860,2016-08-28,3686
36870,1996-07-21,3687
36880,1966-11-26,3688
36890,1968-04-21,3689
36900,1916-11-18,3690
36910,1904-08-08,3691
36920,1940-01-31,3692
36930,1911-07-31,3693
36940,2016-07-24,3694
36950,1916-12-01,3695
36960,1996-12-12,3696
36970,1912-12-06,3697
36980,1928-11-06,3698
36990,1944-09-10,3699
37000,1956-02-11,3700
37010,1992-03-29,3701
37020,1967-05-30,3702
37030,1931-10-13,3703
37040,1933-03-09,3704
37050,1939-03-10,3705
37060,2006-11-12,3706
37070,1950-04-23,3707
37080,1974-08-05,3708
37090,1970-11-14,3709
37100,1919-07-29,3710
37110,1968-02-21,3711
37120,1996-05-24,3712
37130,1933-06-10,3713
37140,1982-08-12,3714
37150,1983-08-12,3715
37160,1968-05-05,3716
37170,1939-05-18,3717
37180,1986-08-13,3718
37190,1960-12-03,3719
37200,2019-05-26,3720
37210,1983-08-06,3721
37220,1923-06-26,3722
37230,1908-06-27,3723
37240,1999-08-29,3724
37250,1949-07-30,3725
37260,1963-11-29,3726
37270,1991-01-16,3727
37280,2004-05-27,3728
37290,1944-03-02,3729
37300,1910-06-13,3730
37310,1995-05-11,3731
37320,1923-09-25,3732
37330,1948-08-11,3733
37340,1924-05-19,3734
37350,1985-08-09,3735
37360,2000-08-26,3736
37370,2013-08-11,3737
37380,1940-05-13,3738
37390,2016-09-18,3739
37400,2016-10-30,3740
37410,1937-08-03,3741
37420,1981-05-31,3742
37430,1953-10-25,3743
37440,1906-05-27,3744
37450,1936-01-12,3745
37460,1918-06-18,3746
37470,2001-05-05,3747
37480,1991-09-11,3748
37490,2015-07-25,3749
37500,1924-03-09,3750
37510,1904-10-24,3751
37520,1980-04-05,3752
37530,1918-11-10,3753
37540,1934-05-31,3754
37550,1972-06-01,3755
37560,1908-02-23,3756
37570,1962-10-02,3757
37580,1952-04-19,3758
37590,1965-06-19,3759
37600,1964-12-30,3760
37610,2014-07-20,3761
37620,1988-10-03,3762
37630,2018-08-16,3763
37640,2008-08-10,3764
37650,1972-09-13,3765
37660,1982-02-13,3766
37670,1952-02-16,3767
37680,1967-04-05,3768
37690,2010-12-28,3769
37700,1978-10-30,3770
37710,2001-05-06,3771
37720,1961-04-13,3772
37730,1940-04-12,3773
37740,1919-03-13,3774
37750,1905-05-27,3775
37760,2009-03-01,3776
37770,1983-11-09,3777
37780,1950-06-29,3778
37790,1907-05-31,3779
37800,2008-11-25,3780
37810,2011-02-09,3781
37820,1984-01-12,3782
37830,1939-05-18,3783
37840,1995-11-23,3784
37850,1955-07-05,3785
37860,1939-11-07,3786
37870,1993-09-30,3787
37880,1993-09-16,3788
37890,1989-01-24,3789
37900,1905-09-01,3790
37910,1950-01-26,3791
37920,1935-05-12,3792
37930,1946-04-13,3793
37940,1971-09-24,3794
37950,1934-06-02,3795
37960,1908-07-05,3796
37970,1998-11-17,3797
37980,1998-07-26,3798
37990,1964-10-24,3799
38000,1948-07-01,3800
38010,1994-04-28,3801
38020,1991-08-29,3802
38030,2006-02-22,3803
38040,1962-12-28,3804
38050,1939-08-30,3805
38060,1914-06-24,3806
38070,1973-05-01,3807
38080,2015-06-02,3808
38090,1939-04-21,3809
38100,1976-10-19,3810
38110,1939-05-16,3811
38120,1988-04-04,3812
38130,1967-02-20,3813
38140,1967-04-03,3814
38150,2003-03-02,3815
38160,1950-12-17,3816
38170,1961-09-26,3817
38180,2001-10-26,3818
38190,2011-01-13,3819
38200,1938-01-22,3820
38210,1968-05-26,3821
38220,1962-02-04,3822
38230,1914-06-13,3823
38240,1938-11-16,3824
38250,2008-05-26,3825
38260,1912-05-19,3826
38270,1958-12-08,3827
38280,2000-12-31,3828
38290,1954-07-18,3829
38300,1992-12-01,3830
38310,1913-09-30,3831
38320,1944-06-10,3832
38330,1985-08-08,3833
38340,2017-06-21,3834
38350,1979-05-19,3835
38360,1919-12-18,3836
38370,1967-09-19,3837
38380,2010-11-30,3838
38390,1965-07-13,3839
38400,1993-02-26,3840
38410,1929-02-06,3841
38420,1907-09-11,3842
38430,1919-09-21,3843
38440,1946-05-01,3844
38450,1957-04-09,3845
38460,1986-01-05,3846
38470,1965-06-11,3847
38480,1947-10-18,3848
38490,1957-10-17,3849
38500,1944-08-14,3850
38510,1981-02-18,3851
38520,1928-10-05,3852
38530,1926-09-03,3853
38540,1934-01-12,3854
38550,1935-11-18,3855
38560,1963-03-08,3856
38570,1937-06-03,3857
38580,1938-05-28,3858
38590,1952-08-22,3859
38600,1980-10-11,3860
38610,1914-05-30,3861
38620,1960-06-06,3862
38630,2009-02-28,3863
38640,1991-06-09,3864
38650,2008-11-13,3865
38660,1989-10-05,3866
38670,1953-11-02,3867
38680,1976-05-11,3868
38690,1910-12-23,3869
38700,1905-04-08,3870
38710,1907-11-09,3871
38720,2019-05-22,3872
38730,1981-07-28,3873
38740,1990-04-30,3874
38750,1976-06-19,3875
38760,1960-05-04,3876
38770,2014-06-27,3877
38780,1934-05-22,3878
38790,1993-11-29,3879
38800,1980-04-03,3880
38810,1939-05-09,3881
38820,1954-07-27,3882
38830,1929-12-25,3883
38840,2011-08-09,3884
38850,1937-01-16,3885
38860,1923-11-23,3886
38870,1973-02-07,3887
38880,1960-03-25,3888
38890,2004-04-18,3889
38900,1916-05-30,3890
38910,2016-06-13,3891
38920,1994-02-25,3892
38930,2015-03-05,3893
38940,2011-05-18,3894
38950,1974-12-27,3895
38960,2011-02-06,3896
38970,1959-11-06,3897
38980,1924-10-21,3898
38990,1920-11-16,3899
39000,1968-01-23,3900
39010,1954-07-13,3901
39020,1975-03-22,3902
39030,1978-06-13,3903
39040,1927-10-22,3904
39050,1916-01-16,3905
39060,1934-01-28,3906
39070,1919-04-08,3907
39080,1986-08-20,3908
39090,2005-06-20,3909
39100,1992-05-05,3910
39110,1962-06-06,3911
39120,1941-11-07,3912
39130,1944-02-18,3913
39140,1965-03-30,3914
39150,1964-01-04,3915
39160,2001-08-11,3916
39170,1945-08-11,3917
39180,1961-08-12,3918
39190,1931-11-03,3919
39200,2013-09-30,3920
39210,1918-12-09,3921
39220,1911-11-09,3922
39230,1931-03-26,3923
39240,1965-06-23,3924
39250,1970-02-24,3925
39260,1970-12-10,3926
39270,2016-08-11,3927
39280,1912-12-08,3928
39290,1973-10-12,3929
39300,1934-12-04,3930
39310,2013-12-01,3931
39320,1906-11-29,3932
39330,1930-07-11,3933
39340,1906-11-07,3934
39350,1982-11-17,3935
39360,1997-06-15,3936
39370,1986-08-22,3937
39380,1907-08-09,3938
39390,2013-02-01,3939
39400,1907-06-01,3940
39410,1998-10-26,3941
39420,2009-02-19,3942
39430,1958-05-02,3943
39440,1999-07-18,3944
39450,1932-08-16,3945
39460,1939-03-02,3946
39470,1988-10-06,3947
39480,1984-11-02,3948
39490,1935-08-22,3949
39500,1996-11-04,3950
39510,1987-05-03,3951
39520,1982-04-17,3952
39530,1999-01-29,3953
39540,1973-01-28,3954
39550,1909-08-14,3955
39560,1931-08-19,3956
39570,1946-05-26,3957
39580,1972-07-04,3958
39590,1992-05-23,3959
39600,1906-11-14,3960
39610,1928-06-09,3961
39620,1968-06-28,3962
39630,2012-07-20,3963
39640,1981-07-28,3964
39650,1963-05-16,3965
39660,1990-02-16,3966
39670,1911-03-25,3967
39680,2002-08-09,3968
39690,1908-03-20,3969
39700,1970-01-16,3970
39710,1911-03-18,3971
39720,2016-02-15,3972
39730,1998-11-20,3973
39740,1926-07-24,3974
39750,1923-08-14,3975
39760,1966-06-21,3976
39770,1990-12-07,3977
39780,2015-12-03,3978
39790,1917-03-30,3979
39800,1949-08-24,3980
39810,1913-10-17,3981
39820,1917-09-10,3982
39830,1971-12-31,3983
39840,2014-06-10,3984
39850,2011-12-05,3985
39860,1916-05-22,3986
39870,1985-06-20,3987
39880,1965-08-24,3988
39890,1912-01-09,3989
39900,1918-11-28,3990
39910,1938-09-11,3991
39920,1906-12-23,3992
39930,2001-02-17,3993
39940,1930-05-01,3994
39950,2008-01-17,3995
39960,1910-12-17,3996
39970,2014-12-09,3997
39980,1969-07-09,3998
39990,1957-09-03,3999
40000,2002-08-25,4000
40010,1994-07-26,4001
40020,1980-04-25,4002
40030,2003-07-20,4003
40040,1926-06-08,4004
40050,1908-10-05,4005
40060,1939-03-31,4006
40070,1994-08-05,4007
40080,1931-05-11,4008
40090,1988-03-21,4009
40100,1931-01-18,4010
40110,2011-03-10,4011
40120,1954-10-08,4012
40130,1926-10-02,4013
40140,1975-05-21,4014
40150,1990-02-09,4015
40160,1926-06-26,4016
40170,1921-09-08,4017
40180,1965-04-28,4018
40190,1931-07-07,4019
40200,1957-06-04,4020
40210,1944-03-16,4021
40220,1911-11-10,4022
40230,1946-02-25,4023
40240,2010-04-11,4024
40250,1966-11-12,4025
40260,1970-03-24,4026
40270,1942-10-05,4027
40280,1922-01-02,4028
40290,2013-12-30,4029
40300,1974-06-09,4030
40310,1969-07-09,4031
40320,1938-04-06,4032
40330,1993-08-09,4033
40340,1941-03-06,4034
40350,1936-09-29,4035
40360,1941-09-16,4036
40370,1908-05-23,4037
40380,1979-02-13,4038
40390,1993-08-31,4039
40400,2008-03-25,4040
40410,1923-01-04,4041
40420,1941-04-11,4042
40430,1974-02-24,4043
40440,2006-03-25,4044
40450,1946-07-24,4045
40460,1997-12-21,4046
40470,2000-07-22,4047
40480,2001-11-12,4048
40490,1958-07-01,4049
40500,2015-09-18,4050
40510,2005-08-13,4051
40520,1985-05-17,4052
40530,1932-04-23,4053
40540,1997-02-19,4054
40550,2007-08-23,4055
40560,1946-06-16,4056
40570,1937-06-30,4057
40580,1979-04-17,4058
40590,1954-08-30,4059
40600,1918-05-05,4060
40610,2012-03-18,4061
40620,2017-10-21,4062
40630,1907-09-09,4063
40640,1905-03-18,4064
40650,1980-06-13,4065
40660,1964-11-07,4066
40670,1937-03-03,4067
40680,2015-01-18,4068
40690,1921-12-09,4069
40700,1909-12-01,4070
40710,1923-06-25,4071
40720,1928-12-28,4072
40730,1925-02-21,4073
40740,1950-02-25,4074
40750,1936-05-13,4075
40760,1928-02-18,4076
40770,1991-05-21,4077
40780,1948-04-27,4078
40790,2001-05-01,4079
40800,1962-11-01,4080
40810,2004-04-08,4081
40820,1934-01-10,4082
40830,1936-04-28,4083
40840,1980-02-06,4084
40850,1994-10-06,4085
40860,2002-10-15,4086
40870,1944-10-16,4087
40880,1945-05-27,4088
40890,1968-05-17,4089
40900,2004-06-03,4090
40910,1924-10-12,4091
40920,1921-10-26,4092
40930,1934-07-18,4093
40940,1944-06-15,4094
40950,1946-08-23,4095
40960,1991-04-11,4096
40970,1979-01-09,4097
40980,1982-11-16,4098
40990,1956-11-07,4099
41000,1954-10-08,4100
41010,1921-12-20,4101
41020,1925-12-14,4102
41030,1946-07-13,4103
41040,1951-08-16,4104
41050,1923-03-06,4105
41060,1912-04-14,4106
41070,1946-05-10,4107
41080,1980-08-12,4108
